"Faculty","Year","Publication"
"Routson",2020,"PM Sosa, J Tierney, IC Stefanescu, ED Crampton-Flood, BN Shuman, et al.. 2020. A global Bayesian temperature calibration for lacustrine brGDGTs, EarthArXiv ."
"Routson",2020,"K Saunders, M Toth, A Orsi, E Thomas, N McKay, M Erb, P Moffa-Sanchez, et al.. 2020. A global database of Holocene paleotemperature records, Scientific data 7."
"Rowe",2020,"F Albuquerque, MÁ Macías-Rodríguez, A Búrquez, H Rowe. 2020. Toward an understanding of broad-scale patterns of the habitat suitability of fountain grass (Cenchrus setaceus (Forssk.) Morrone, Poaceae), Plant Ecology 221 (11), 1029-1043."
"Rowe",2020,"HI Rowe, TA Sprague, J Broatch, D Gruber, D Langenfeld, L Rivera. 2020. Lessons learned 5+ years after transplanting and seeding restoration sites in the Sonoran Desert, USA, The American Midland Naturalist 184 (2), 129-148."
"Sample",2020,"ME Torres, WL Hong, EA Solomon, K Milliken, JH Kim, JC Sample, et al.. 2020. Silicate weathering in anoxic marine sediment as a requirement for authigenic carbonate burial, Earth-Science Reviews 200, 102960."
"Sample",2020,"EE Brodsky, JJ Mori, L Anderson, FM Chester, M Conin, EM Dunham, et al.. 2020. The state of stress on the fault before, during, and after a major earthquake, Annual Review of Earth and Planetary Sciences 48 (1), 49-74."
"Sample",2020,"H Kitajima, T Hirose, M Ikari, K Kanagawa, G Kimura, M Kinoshita, et al.. 2020. Site C0002, Volume 358: NanTroSEIZE Plate Boundary Deep Riser 4: Nankai Seismogenic/Slow …."
"Sankey",2020,"A Belmonte, T Sankey, JA Biederman, J Bradford, SJ Goetz, T Kolb, et al.. 2020. UAV‐derived estimates of forest structure to inform ponderosa pine forest restoration, Remote Sensing in Ecology and Conservation 6 (2), 181-197."
"Sankey",2020,"KR Hultine, GJ Allan, D Blasini, HM Bothwell, A Cadmus, HF Cooper, et al.. 2020. Adaptive capacity in the foundation tree species Populus fremontii: implications for resilience to climate change and non-native species invasion in the American …, Conservation Physiology 8 (1), coaa061."
"Sankey",2020,"T Sankey, A Belmonte. 2020. UAV-derived Estimates of Vertical and Horizontal Structure across Forest Density Gradients, EGU U2020."
"Sankey",2020,"N Bransky. 2020. Monitoring Diorhabda carinulata Impacts on Tamarix Using Satellite Imagery in Grand Canyon National Park, Arizona, Northern Arizona University ."
"Shillington",2020,"CA Scholz, DJ Shillington, LJM Wright, N Accardo, JB Gaherty, et al.. 2020. Intrarift fault fabric, segmentation, and basin evolution of the Lake Malawi (Nyasa) Rift, East Africa, Geosphere 16 (5), 1293-1311."
"Shillington",2020,"G Barcheck, GA Abers, AN Adams, A Bécel, J Collins, JB Gaherty, et al.. 2020. The Alaska amphibious community seismic experiment, Seismological Society of America 91 (6), 3054-3063."
"Shillington",2020,"DJ Shillington, CA Scholz, PRN Chindandali, JB Gaherty, NJ Accardo, et al.. 2020. Controls on rift faulting in the north basin of the Malawi (Nyasa) Rift, East Africa, Tectonics 39 (3), e2019TC005633."
"Shillington",2020,"E Hopper, JB Gaherty, DJ Shillington, NJ Accardo, AA Nyblade, et al.. 2020. Preferential localized thinning of lithospheric mantle in the melt-poor Malawi Rift, Nature Geoscience 13 (8), 584-589."
"Shillington",2020,"RE Marzen, DJ Shillington, D Lizarralde, JH Knapp, DM Heffner, JK Davis, et al.. 2020. Limited and localized magmatism in the Central Atlantic Magmatic Province, Nature Communications 11 (1), 3397."
"Shillington",2020,"NJ Accardo, JB Gaherty, DJ Shillington, E Hopper, AA Nyblade, et al.. 2020. Thermochemical modification of the upper mantle beneath the northern Malawi Rift constrained from shear velocity imaging, Geochemistry, Geophysics, Geosystems 21 (6), e2019GC008843."
"Shillington",2020,"AB Watts, B Tozer, H Harper, B Boston, DJ Shillington, R Dunn. 2020. Evaluation of shipboard and satellite‐derived bathymetry and gravity data over seamounts in the northwest Pacific Ocean, Journal of Geophysical Research: Solid Earth 125 (10), e2020JB020396."
"Shillington",2020,"C Lynner, HJA Van Avendonk, A Bécel, GL Christeson, B Dugan, et al.. 2020. The eastern North American margin community seismic experiment: An amphibious active‐and passive‐source dataset, Seismological Research Letters 91 (1), 533-540."
"Sisk",2020,"S Souther, M Loeser, TE Crews, T Sisk. 2020. Drought exacerbates negative consequences of high‐intensity cattle grazing in a semiarid grassland, Ecological Applications 30 (3), e02048."
"Smith",2020,"RJ Leary, P Umhoefer, ME Smith, TM Smith, JE Saylor, N Riggs, G Burr, et al.. 2020. Provenance of Pennsylvanian–Permian sedimentary rocks associated with the Ancestral Rocky Mountains orogeny in southwestern Laurentia: Implications for continental-scale …, Lithosphere 12 (1), 88-121."
"Smith",2020,"R Leary, ME Smith, PJ Umhoefer. 2020. Grain‐Size Control on Detrital Zircon Cycloprovenance in the Late Paleozoic Paradox and Eagle Basins, USA, JGR Solid Earth 15."
"Smith",2020,"AS Canada, EJ Cassel, DF Stockli, ME Smith, BR Jicha, BS Singer. 2020. Accelerating exhumation in the Eocene North American Cordilleran hinterland: Implications from detrital zircon (U-Th)/(He-Pb) double dating, GSA Bulletin 132 (1-2), 198-214."
"Smith",2020,"E Lodes, NR Riggs, ME Smith, P Stone, TS Abu-Alam. 2020. Cordilleran Subduction Initiation: Retroarc Timing and Basinal Response in the Inyo Mountains, Eastern California, Lithosphere 2020 (1)."
"Souther",2020,"S Souther, M Loeser, TE Crews, T Sisk. 2020. Drought exacerbates negative consequences of high‐intensity cattle grazing in a semiarid grassland, Ecological Applications 30 (3), e02048."
"Springer",2020,"M Cantonati, LE Stevens, S Segadelli, AE Springer, N Goldscheider, et al.. 2020. Ecohydrogeology: The interdisciplinary convergence needed to improve the study and stewardship of springs and other groundwater-dependent habitats, biota, and ecosystems, Ecological Indicators 110, 105803."
"Springer",2020,"JM Cartwright, KA Dwire, Z Freed, SJ Hammer, B McLaughlin, LW Misztal, et al.. 2020. Oases of the future? Springs as potential hydrologic refugia in drying climates, Frontiers in Ecology and the Environment 18 (5), 245-253."
"Springer",2020,"ER Schenk, F O'Donnell, AE Springer, LE Stevens. 2020. The impacts of tree stand thinning on groundwater recharge in aridland forests, Ecological Engineering 145, 105701."
"Springer",2020,"RK Swanson, AE Springer, DK Kreamer, BW Tobin, DM Perry. 2020. Quantifying the base flow of the Colorado River: its importance in sustaining perennial flow in northern Arizona and 4 southern Utah 5, Hydrogeology Journal ."
"Springer",2020,"AJ Wood, AE Springer, BW Tobin. 2020. Geochemical variability in karst-siliciclastic aquifer spring discharge, Kaibab Plateau, Grand Canyon, Environmental & Engineering Geoscience 26 (3), 367-381."
"Springer",2020,"AE Springer. 2020. Foreword to the Environmental & Engineering Geoscience Journal Special Edition on Springs, Environmental & Engineering Geoscience 26 (3), 271-272."
"Stuart",2020,"D Stuart. 2020. Radical hope: Truth, virtue, and hope for what is left in extinction rebellion, Journal of Agricultural and Environmental Ethics 33 (3), 487-504."
"Stuart",2020,"M Houser, D Stuart. 2020. An accelerating treadmill and an overlooked contradiction in industrial agriculture: Climate change and nitrogen fertilizer, Journal of Agrarian Change 20 (2), 215-237."
"Stuart",2020,"D Stuart, R Gunderson, B Petersen. 2020. The climate crisis as a catalyst for emancipatory transformation: An examination of the possible, International Sociology 35 (4), 433-456."
"Stuart",2020,"R Gunderson, D Stuart, B Petersen. 2020. The fossil fuel industry’s framing of carbon capture and storage: Faith in innovation, value instrumentalization, and status quo maintenance, Journal of Cleaner Production 252, 119767."
"Stuart",2020,"D Stuart, R Gunderson, B Petersen. 2020. Overconsumption as ideology: Implications for addressing global climate change, Nature and Culture 15 (2), 199-223."
"Stuart",2020,"D Stuart, R Gunderson, B Petersen. 2020. The degrowth alternative: A path to address our environmental crisis?, Routledge ."
"Stuart",2020,"R Gunderson, D Stuart, M Houser. 2020. A political‐economic theory of relevance: Explaining climate change inaction, Journal for the Theory of Social Behaviour 50 (1), 42-63."
"Stuart",2020,"D Stuart, R Gunderson, B Petersen. 2020. Climate change solutions: Beyond the capital-climate contradiction, University of Michigan Press ."
"Stuart",2020,"D Stuart, R Gunderson. 2020. Nonhuman animals as fictitious commodities: Exploitation and consequences in industrial agriculture, Society & Animals 28 (3), 291-310."
"Stuart",2020,"D Stuart, R Gunderson. 2020. Human-animal relations in the capitalocene: environmental impacts and alternatives, Environmental Sociology 6 (1), 68-81."
"Stuart",2020,"D Stuart, R Gunderson, B Petersen. 2020. Carbon geoengineering and the metabolic rift: Solution or social reproduction?, Critical Sociology 46 (7-8), 1233-1249."
"Stuart",2020,"R Gunderson, D Stuart, B Petersen. 2020. Materialized ideology and environmental problems: The cases of solar geoengineering and agricultural biotechnology, European Journal of Social Theory 23 (3), 389-410."
"Umhoefer",2020,"RJ Leary, P Umhoefer, ME Smith, TM Smith, JE Saylor, N Riggs, G Burr, et al.. 2020. Provenance of Pennsylvanian–Permian sedimentary rocks associated with the Ancestral Rocky Mountains orogeny in southwestern Laurentia: Implications for continental-scale …, Lithosphere 12 (1), 88-121."
"Umhoefer",2020,"RJ Leary, ME Smith, P Umhoefer. 2020. Grain‐size control on detrital zircon cycloprovenance in the late Paleozoic Paradox and Eagle basins, USA, Journal of Geophysical Research: Solid Earth 125 (7), e2019JB019226."
"Umhoefer",2020,"PJ Umhoefer, SN Thomson, C Lefebvre, MA Cosca, C Teyssier, et al.. 2020. Cenozoic tectonic evolution of the Ecemiş fault zone and adjacent basins, central Anatolia, Turkey, during the transition from Arabia-Eurasia collision to escape tectonics, Geosphere 16 (6), 1358-1384."
"Umhoefer",2020,"PJ Umhoefer, C Plattner, R Malservisi. 2020. Quantifying rates of “rifting while drifting” in the southern Gulf of California: The role of the southern Baja California microplate and its eastern boundary zone, Lithosphere 12 (1), 122-132."
"Wasylenki",2020,"LE Wasylenki, AT Schaefer, P Chanda, JC Farmer. 2020. Differential behavior of tungsten stable isotopes during sorption to Fe versus Mn oxyhydroxides at low ionic strength, Chemical Geology 558, 119836."
"Aslan",2019,"EW Schupp, R Zwolak, LR Jones, RS Snell, NG Beckman, C Aslan, et al.. 2019. Intrinsic and extrinsic drivers of intraspecific variation in seed dispersal are diverse and pervasive, AoB Plants 11 (6), plz067."
"Aslan",2019,"K Elkind, TT Sankey, SM Munson, CE Aslan. 2019. Invasive buffelgrass detection using high‐resolution satellite and UAV imagery on Google Earth Engine, Remote Sensing in Ecology and Conservation 5 (4), 318-331."
"Aslan",2019,"C Aslan, NG Beckman, HS Rogers, J Bronstein, D Zurell, F Hartig, K Shea, et al.. 2019. Employing plant functional groups to advance seed dispersal ecology and conservation, AoB Plants 11 (2), plz006."
"Aslan",2019,"CE Aslan. 2019. Implications of non-native species for mutualistic network resistance and resilience, PloS one 14 (6), e0217498."
"Aslan",2019,"CE Aslan, AB Shiels, W Haines, CT Liang. 2019. Non‐native insects dominate daytime pollination in a high‐elevation Hawaiian dryland ecosystem, American Journal of Botany 106 (2), 313-324."
"Aslan",2019,"M Sample, CE Aslan, N Policelli, RL Sanford, E Nielsen, MA Nuñez. 2019. Increase in nonnative understorey vegetation cover after nonnative conifer removal and passive restoration, Austral Ecology 44 (8), 1384-1397."
"Aslan",2019,"CA Cortina, CE Aslan, SJ Litson. 2019. Importance of Non-Native Honeybees (Apis mellifera) as Flower Visitors to the Hawaiian Tree ‘Ōhi ‘a Lehua (Metrosideros polymorpha) Across an Elevation Gradient1, Pacific Science 73 (3), 345-355."
"Aslan",2019,"ML McCormick, CE Aslan, TA Chaudhry, KA Potter. 2019. Benefits and limitations of isolated floral patches in a pollinator restoration project in Arizona, Restoration Ecology 27 (6), 1282-1290."
"Aslan",2019,"CT Liang, C EShiels, AB Sandor, E Manette. 2019. Project: the impact of non-native predators on pollinators and native plant reproduction in a Hawaiian Dryland Ecosystem SERDP project number: RC-2432 principal investigators., USDA Forest Service, Pacific Southwest Research Station, Institute of … ."
"Best",2019,"HF Cooper, KC Grady, JA Cowan, RJ Best, GJ Allan, TG Whitham. 2019. Genotypic variation in phenological plasticity: Reciprocal common gardens reveal adaptive responses to warmer springs but not to fall frost, Global change biology 25 (1), 187-200."
"Best",2019,"DW Schmid, MD McGee, RJ Best, O Seehausen, B Matthews. 2019. Rapid divergence of predator functional traits affects prey composition in aquatic communities, The American Naturalist 193 (3), 331-345."
"Best",2019,"JM Anaya‐Rojas, RJ Best, FS Brunner, C Eizaguirre, MC Leal, CJ Melián, et al.. 2019. An experimental test of how parasites of predators can influence trophic cascades and ecosystem functioning, Ecology 100 (8), e02744."
"Best",2019,"R Limberger, J Birtel, H Peter, N Catalán, D da Silva Farias, RJ Best, et al.. 2019. Predator‐induced changes in dissolved organic carbon dynamics, Oikos 128 (3), 430-440."
"Best",2019,"MD Lürig, RJ Best, M Svitok, J Jokela, B Matthews. 2019. The role of plasticity in the evolution of cryptic pigmentation in a freshwater isopod, Journal of Animal Ecology ."
"Dickson",2019,"BG Dickson, CM Albano, R Anantharaman, P Beier, ME Gray, et al.. 2019. Circuit‐theory applications to connectivity science and conservation, Conservation Biology 33 (2), 239-249."
"Dickson",2019,"T Chang, BP Rasmussen, BG Dickson, LJ Zachmann. 2019. Chimera: A multi-task recurrent convolutional neural network for forest classification and structural estimation, Remote Sensing 11 (7), 768."
"Dickson",2019,"VJ Horncastle, CL Chambers, BG Dickson. 2019. Grazing and wildfire effects on small mammals inhabiting montane meadows, Journal of Wildlife Management 83 (3), 534-543."
"Dickson",2019,"ME Gray, BG Dickson, KE Nussear, TC Esque, T Chang. 2019. A range-wide model of contemporary, omnidirectional connectivity for the threatened Mojave desert tortoise, Ecosphere 10 (9), e02847."
"Dickson",2019,"BG Dickson, RD Scherer, A Kissel, BP Wallace, K Langin, ME Gray, et al.. 2019. Multi-year monitoring of survival following mitigation-driven translocation of a long-lived threatened reptile, Conservation Biology 33 (5), 1094-1105."
"Dickson",2019,"J Lawler, P Beier, B Dickson, J Fargione, J Novembre, D Theobald. 2019. A tribute to a true conservation innovator, Brad McRae, 1966–2017, Conservation Biology 33 (2), 480-482."
"Dickson",2019,"DG Fischer, BG Dickson, TG Whitham, SC Hart. 2019. Self-Similarity, Leaf Litter Traits, and Neighborhood Predicting Fine Root Dynamics in a Common-Garden Forest, Frontiers in Environmental Science 7, 142."
"Erb",2019,". 2019. Consistent multidecadal variability in global temperature reconstructions and simulations over the Common Era, Nature geoscience 12 (8), 643-649."
"Erb",2019,"CC Routson, NP McKay, DS Kaufman, MP Erb, H Goosse, BN Shuman, et al.. 2019. Mid-latitude net precipitation decreased with Arctic warming during the Holocene, Nature 568 (7750), 83-87."
"Erb",2019,"R Tardif, GJ Hakim, WA Perkins, KA Horlick, MP Erb, J Emile-Geay, et al.. 2019. Last Millennium Reanalysis with an expanded proxy database and seasonal proxy modeling, Climate of the Past 15 (4), 1251-1273."
"Erb",2019,"D Khider, J Emile‐Geay, NP McKay, Y Gil, D Garijo, V Ratnakar, et al.. 2019. PaCTS 1.0: a crowdsourced reporting standard for paleoclimate data, Paleoceanography and Paleoclimatology 34 (10), 1570-1596."
"Erb",2019,"DM Anderson, R Tardif, K Horlick, MP Erb, GJ Hakim, D Noone, et al.. 2019. Additions to the last millennium reanalysis multi-proxy database, Data Science Journal 18, 2-2."
"Erb",2019,"E Broadman, LL Thurston, E Schiefer, NP McKay, D Fortin, J Geck, et al.. 2019. An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018, Earth System Science Data 11 (4), 1957-1970."
"Fegyveresi",2019,"DA Winski, TJ Fudge, DG Ferris, EC Osterberg, JM Fegyveresi, J Cole-Dai, et al.. 2019. The SP19 chronology for the South Pole Ice Core–Part 1: volcanic matching and annual layer counting, Climate of the Past 15 (5), 1793-1808."
"Fegyveresi",2019,"LH Hartman, AV Kurbatov, DA Winski, AM Cruz-Uribe, SM Davies, et al.. 2019. Volcanic glass properties from 1459 CE volcanic event in South Pole ice core dismiss Kuwae caldera as a potential source, Scientific Reports 9 (1), 14437."
"Fegyveresi",2019,"NA Rowley, AM Carleton, J Fegyveresi. 2019. Relationships of West Greenland supraglacial melt‐lakes with local climate and regional atmospheric circulation, International Journal of Climatology ."
"Fegyveresi",2019,"JM Fegyveresi, RB Alley, DE Voigt, JJ Fitzpatrick, LA Wilen. 2019. Instruments and methods: a case study of ice core bubbles as strain indicators, Annals of Glaciology 60 (78), 8-19."
"Fegyveresi",2019,"K Gohl, JS Wellner, A Klaus, E Scientists. 2019. IODP Expedition 379 Preliminary Report: Amundsen Sea West Antarctic Ice Sheet History, IODP Proceedings ."
"Fegyveresi",2019,"NA Rowley, JM Fegyveresi. 2019. Generating a supraglacial melt-lake inventory near Jakobshavn, West Greenland, using a new semi-automated lake-mapping technique, Polar Geography 42 (2), 89-108."
"Fegyveresi",2019,"JM Fegyveresi, TJ Fudge, DG Ferris, DA Winski, RB Alley. 2019. Visual Observations and Stratigraphy of the South Pole Ice Core (SPICEcore): A Preliminary Holocene (~10.2 ka) Accumulation Record and Depth-Age Chronology, Engineer Research and Development Center Hanover United States ."
"Fegyveresi",2019,"K Gohl, JS Wellner, A Klaus, T Bauersachs, SM Bohaty, M Courtillat, et al.. 2019. Development and sensitivity of the West Antarctic Ice Sheet tested from drill records of the Amundsen Sea Embayment, International Ocean Discovery Program: Preliminary Reports ."
"Gaherty",2019,"JB Russell, JB Gaherty, PYP Lin, D Lizarralde, JA Collins, G Hirth, et al.. 2019. High‐resolution constraints on Pacific upper mantle petrofabric inferred from surface‐wave anisotropy, Journal of Geophysical Research: Solid Earth 124 (1), 631-657."
"Gaherty",2019,"HA Janiszewski, JB Gaherty, GA Abers, H Gao, ZC Eilon. 2019. Amphibious surface-wave phase-velocity measurements of the Cascadia subduction zone, Geophysical Journal International 217 (3), 1929-1948."
"Gaherty",2019,"CJ Ebinger, SJ Oliva, TQ Pham, K Peterson, P Chindandali, et al.. 2019. Kinematics of active deformation in the Malawi rift and Rungwe Volcanic Province, Africa, Geochemistry, Geophysics, Geosystems 20 (8), 3928-3951."
"Gaherty",2019,"CB Till, AJR Kent, GA Abers, HA Janiszewski, JB Gaherty, BW Pitcher. 2019. The causes of spatiotemporal variations in erupted fluxes and compositions along a volcanic arc, Nature communications 10 (1), 1350."
"Gaherty",2019,"JB Gaherty, W Zheng, DJ Shillington, ME Pritchard, ST Henderson, et al.. 2019. Faulting processes during early-stage rifting: Seismic and geodetic analysis of the 2009–2010 Northern Malawi earthquake sequence, Geophysical Journal International 217 (3), 1767-1782."
"Gaherty",2019,"HF Mark, D Lizarralde, JA Collins, NC Miller, G Hirth, JB Gaherty, et al.. 2019. Azimuthal seismic anisotropy of 70‐Ma Pacific‐plate upper mantle, Journal of Geophysical Research: Solid Earth 124 (2), 1889-1909."
"Gaherty",2019,"CL Eddy, G Ekström, M Nettles, JB Gaherty. 2019. Age dependence and anisotropy of surface-wave phase velocities in the Pacific, Geophysical Journal International 216 (1), 640-658."
"Huntzinger",2019,"Y Liu, S Piao, T Gasser, P Ciais, H Yang, H Wang, TF Keenan, M Huang, et al.. 2019. Field-experiment constraints on the enhancement of the terrestrial carbon sink by CO2 fertilization, Nature Geoscience 12 (10), 809-814."
"Huntzinger",2019,"HR Kolus, DN Huntzinger, CR Schwalm, JB Fisher, N McKay, Y Fang, et al.. 2019. Land carbon models underestimate the severity and duration of drought’s impact on plant productivity, Scientific Reports 9 (1), 2758."
"Huntzinger",2019,"B El Masri, C Schwalm, DN Huntzinger, J Mao, X Shi, C Peng, JB Fisher, et al.. 2019. Carbon and water use efficiencies: A comparative analysis of ten terrestrial ecosystem models under changing climate, Scientific Reports 9 (1), 14680."
"Huntzinger",2019,"E Cui, K Huang, MA Arain, JB Fisher, DN Huntzinger, A Ito, Y Luo, AK Jain, et al.. 2019. Vegetation functional properties determine uncertainty of simulated ecosystem productivity: A traceability analysis in the East Asian monsoon region, Global Biogeochemical Cycles 33 (6), 668-689."
"Huntzinger",2019,"CR Schwalm, K Schaefer, JB Fisher, D Huntzinger, Y Elshorbany, Y Fang, et al.. 2019. Divergence in land surface modeling: Linking spread to structure, Environmental Research Communications 1 (11), 111004."
"Huntzinger",2019,"E Stofferahn, JB Fisher, DJ Hayes, CR Schwalm, DN Huntzinger, et al.. 2019. The Arctic-Boreal vulnerability experiment model benchmarking system, Environmental Research Letters 14 (5), 055002."
"Kaufman",2019,". 2019. Consistent multidecadal variability in global temperature reconstructions and simulations over the Common Era, Nature geoscience 12 (8), 643-649."
"Kaufman",2019,"CC Routson, NP McKay, DS Kaufman, MP Erb, H Goosse, BN Shuman, et al.. 2019. Mid-latitude net precipitation decreased with Arctic warming during the Holocene, Nature 568 (7750), 83-87."
"Kaufman",2019,"D Khider, J Emile‐Geay, NP McKay, Y Gil, D Garijo, V Ratnakar, et al.. 2019. PaCTS 1.0: a crowdsourced reporting standard for paleoclimate data, Paleoceanography and Paleoclimatology 34 (10), 1570-1596."
"Kaufman",2019,"A Tomašových, I Gallmetzer, A Haselmair, DS Kaufman, B Mavrič, et al.. 2019. A decline in molluscan carbonate production driven by the loss of vegetated habitats encoded in the Holocene sedimentary record of the Gulf of Trieste, Sedimentology 66 (3), 781-807."
"Kaufman",2019,"A Tomašových, SM Kidwell, CR Alexander, DS Kaufman. 2019. Millennial‐scale age offsets within fossil assemblages: Result of bioturbation below the taphonomic active zone and out‐of‐phase production, Paleoceanography and Paleoclimatology 34 (6), 954-977."
"Kaufman",2019,"JA Hutchings, TS Bianchi, DS Kaufman, AL Kholodov, DR Vaughn, et al.. 2019. Millennial-scale carbon accumulation and molecular transformation in a permafrost core from Interior Alaska, Geochimica et Cosmochimica Acta 253, 231-248."
"Kaufman",2019,"D Fortin, N Praet, NP McKay, DS Kaufman, BJL Jensen, PJ Haeussler, et al.. 2019. New approach to assessing age uncertainties–The 2300-year varve chronology from Eklutna Lake, Alaska (USA), Quaternary Science Reviews 203, 90-101."
"Kaufman",2019,"G West, DS Kaufman, F Muschitiello, M Forwick, J Matthiessen, et al.. 2019. Amino acid racemization in Quaternary foraminifera from the Yermak Plateau, Arctic Ocean, Geochronology 1 (1), 53-67."
"Kaufman",2019,"E New, Y Yanes, RAD Cameron, JH Miller, D Teixeira, DS Kaufman. 2019. Aminochronology and time averaging of Quaternary land snail assemblages from colluvial deposits in the Madeira Archipelago, Portugal, Quaternary Research 92 (2), 483-496."
"Kaufman",2019,"CSM Turney, HV McGregor, P Francus, N Abram, MN Evans, H Goosse, et al.. 2019. Introduction to the special issue “Climate of the past 2000 years: regional and trans-regional syntheses”, Climate of the Past 15 (2), 611-615."
"Kaufman",2019,"CW Benson, DS Kaufman, NP McKay, E Schiefer, D Fortin. 2019. A 16,000-yr-long sedimentary sequence from Lakes Peters and Schrader (Neruokpuk Lakes), northeastern Brooks Range, Alaska, Quaternary Research 92 (3), 609-625."
"Kaufman",2019,"E Broadman, LL Thurston, E Schiefer, NP McKay, D Fortin, J Geck, et al.. 2019. An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018, Earth System Science Data 11 (4), 1957-1970."
"Kaufman",2019,"H Kilbourne, Z Yu, R Neukom, D Nash, J Gergis, EJ Steig, Q Ge, et al.. 2019. Loading instructions, (No Title) ."
"Kaufman",2019,"G West, DS Kaufman, F Muschitiello, M Forwick, J Matthiessen, et al.. 2019. NOAA/WDS Paleoclimatology-Yermak Plateau, Arctic Ocean 227ka Foraminifer Amino Acid Racemization Data, NOAA National Centers for Environmental Information ."
"McKay",2019,". 2019. Consistent multidecadal variability in global temperature reconstructions and simulations over the Common Era, Nature geoscience 12 (8), 643-649."
"McKay",2019,"CC Routson, NP McKay, DS Kaufman, MP Erb, H Goosse, BN Shuman, et al.. 2019. Mid-latitude net precipitation decreased with Arctic warming during the Holocene, Nature 568 (7750), 83-87."
"McKay",2019,"HR Kolus, DN Huntzinger, CR Schwalm, JB Fisher, N McKay, Y Fang, et al.. 2019. Land carbon models underestimate the severity and duration of drought’s impact on plant productivity, Scientific Reports 9 (1), 2758."
"McKay",2019,"F Zhu, J Emile-Geay, NP McKay, GJ Hakim, D Khider, TR Ault, EJ Steig, et al.. 2019. Climate models can correctly simulate the continuum of global-average temperature variability, Proceedings of the National Academy of Sciences 116 (18), 8728-8733."
"McKay",2019,"D Khider, J Emile‐Geay, NP McKay, Y Gil, D Garijo, V Ratnakar, et al.. 2019. PaCTS 1.0: a crowdsourced reporting standard for paleoclimate data, Paleoceanography and Paleoclimatology 34 (10), 1570-1596."
"McKay",2019,"D Fortin, N Praet, NP McKay, DS Kaufman, BJL Jensen, PJ Haeussler, et al.. 2019. New approach to assessing age uncertainties–The 2300-year varve chronology from Eklutna Lake, Alaska (USA), Quaternary Science Reviews 203, 90-101."
"McKay",2019,"CC Routson, SH Arcusa, NP McKay, JT Overpeck. 2019. A 4,500‐year‐long record of southern Rocky Mountain dust deposition, Geophysical Research Letters 46 (14), 8281-8288."
"McKay",2019,"CW Benson, DS Kaufman, NP McKay, E Schiefer, D Fortin. 2019. A 16,000-yr-long sedimentary sequence from Lakes Peters and Schrader (Neruokpuk Lakes), northeastern Brooks Range, Alaska, Quaternary Research 92 (3), 609-625."
"McKay",2019,"E Broadman, LL Thurston, E Schiefer, NP McKay, D Fortin, J Geck, et al.. 2019. An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018, Earth System Science Data 11 (4), 1957-1970."
"McKay",2019,"J Emile‐Geay, D Khider, D Garijo, NP McKay, Y Gil, V Ratnakar, et al.. 2019. The Linked Earth Ontology: A modular, extensible representation of open paleoclimate data, Zenodo ."
"Mueller",2019,"JM Mueller, AB Soder, AE Springer. 2019. Valuing attributes of forest restoration in a semi-arid watershed, Landscape and Urban Planning 184, 78-87."
"Nielsen",2019,"NR Magliocca, K McSweeney, SE Sesnie, E Tellman, JA Devine, et al.. 2019. Modeling cocaine traffickers and counterdrug interdiction forces as a complex adaptive system, Proceedings of the National Academy of Sciences 116 (16), 7784-7792."
"Nielsen",2019,"A Mrotek, CB Anderson, AEJ Valenzuela, L Manak, A Weber, P Van Aert, et al.. 2019. An evaluation of local, national and international perceptions of benefits and threats to nature in Tierra del Fuego National Park (Patagonia, Argentina), Environmental Conservation 46 (4), 326-333."
"Nielsen",2019,"M Sample, CE Aslan, N Policelli, RL Sanford, E Nielsen, MA Nuñez. 2019. Increase in nonnative understorey vegetation cover after nonnative conifer removal and passive restoration, Austral Ecology 44 (8), 1384-1397."
"Nielsen",2019,"JL Dunn, JL Knowlton, RM Handler, EC Pischke, KE Halvorsen, et al.. 2019. Lessons from the transdisciplinary, international BIOPIRE project, A research agenda for environmental management 107-120."
"Nowak",2019,"EM Nowak, CA Drost. 2019. Book review of rattlesnakes of the Grand Canyon, by Schuett, GW, Smith, CF, and Ashley, B., Herpetological Review 50 (3), 618-621."
"Perry",2019,"LS Bair, CB Yackulic, JC Schmidt, DM Perry, CJ Kirchhoff, K Chief, et al.. 2019. Incorporating social-ecological considerations into basin-wide responses to climate change in the Colorado River Basin, Current Opinion in Environmental Sustainability 37, 14-19."
"Perry",2019,"LM Jones. 2019. Temporal and Spatial Variability of Dissolved Uranium and Arsenic in Unregulated Groundwater Sources-Western Navajo Nation, Northern Arizona University ."
"Porter",2019,"RC Porter, S van der Lee, SJ Whitmeyer. 2019. Synthesizing EarthScope data to constrain the thermal evolution of the continental US lithosphere, Geosphere 15 (6), 1722-1737."
"Porter",2019,"RH Groshong, R Porter. 2019. Predictive models for the deep geometry of a thick-skinned thrust matched to crustal structure: Wind River Range, western USA, Lithosphere 11 (4), 448-464."
"Porter",2019,"E Bell, N Schmerr, J Bleacher, K Young, R Porter, P Whelley, W Garry, et al.. 2019. Using Terrestrial Volcanic Fields as an Analog for the Geophysical Characterization of Potential Lunar Resources, Lunar ISRU 2019-Developing a New Space Economy Through Lunar Resources and …."
